date,organization,organization_id,org_type,category,quantity,unit,storage_condition,perishability_hours,urgency,is_event_day,day_of_week,month,is_weekend,is_simulated
2025-03-24,Sunrise University Canteen,hist-sup-004,INSTITUTION,Cooked Meals,53.59,kg,REFRIGERATED,7.6,MEDIUM,True,Monday,3,False,True
2025-03-24,Harvest Organic Market,hist-sup-005,INSTITUTION,Fresh Produce,79.26,kg,AMBIENT,55.9,MEDIUM,True,Monday,3,False,True
2025-03-24,The Riverside Hotel,hist-sup-006,HOTEL,Food Surplus,102.37,kg,AMBIENT,20.9,LOW,True,Monday,3,False,True
2025-03-25,Grand Horizon Hotel,hist-sup-001,HOTEL,Cooked Meals,89.72,kg,REFRIGERATED,6.7,HIGH,True,Tuesday,3,False,True
2025-03-25,Bistro Verde Restaurant,hist-sup-002,RESTAURANT,Cooked Meals,84.04,kg,REFRIGERATED,5.3,HIGH,True,Tuesday,3,False,True
2025-03-25,Sunrise University Canteen,hist-sup-004,INSTITUTION,Cooked Meals,104.58,kg,REFRIGERATED,11.0,HIGH,True,Tuesday,3,False,True
2025-03-25,Harvest Organic Market,hist-sup-005,INSTITUTION,Bakery Items,17.33,kg,AMBIENT,21.5,MEDIUM,True,Tuesday,3,False,True
2025-03-25,The Riverside Hotel,hist-sup-006,HOTEL,Cooked Meals,59.86,kg,REFRIGERATED,4.8,MEDIUM,True,Tuesday,3,False,True
2025-03-26,Grand Horizon Hotel,hist-sup-001,HOTEL,Cooked Meals,111.88,kg,REFRIGERATED,5.0,CRITICAL,True,Wednesday,3,False,True
2025-03-26,Bistro Verde Restaurant,hist-sup-002,RESTAURANT,Bakery Items,7.87,kg,AMBIENT,29.5,LOW,True,Wednesday,3,False,True
2025-03-26,Metropolitan Event Center,hist-sup-003,EVENT_VENUE,Cooked Meals,108.61,kg,REFRIGERATED,11.9,MEDIUM,True,Wednesday,3,False,True
2025-03-26,Sunrise University Canteen,hist-sup-004,INSTITUTION,Cooked Meals,65.9,kg,REFRIGERATED,6.8,MEDIUM,True,Wednesday,3,False,True
2025-03-26,Harvest Organic Market,hist-sup-005,INSTITUTION,Bakery Items,33.75,kg,AMBIENT,15.4,MEDIUM,True,Wednesday,3,False,True
2025-03-26,The Riverside Hotel,hist-sup-006,HOTEL,Bakery Items,84.83,kg,AMBIENT,15.4,MEDIUM,True,Wednesday,3,False,True
2025-03-27,Grand Horizon Hotel,hist-sup-001,HOTEL,Food Surplus,205.75,kg,AMBIENT,20.1,MEDIUM,True,Thursday,3,False,True
2025-03-27,Bistro Verde Restaurant,hist-sup-002,RESTAURANT,Bakery Items,12.09,kg,AMBIENT,33.5,HIGH,True,Thursday,3,False,True
2025-03-27,Metropolitan Event Center,hist-sup-003,EVENT_VENUE,Food Surplus,238.8,kg,AMBIENT,8.5,MEDIUM,True,Thursday,3,False,True
2025-03-27,Sunrise University Canteen,hist-sup-004,INSTITUTION,Fresh Produce,180.99,kg,AMBIENT,41.5,MEDIUM,True,Thursday,3,False,True
2025-03-27,Harvest Organic Market,hist-sup-005,INSTITUTION,Fresh Produce,23.41,kg,AMBIENT,26.9,MEDIUM,True,Thursday,3,False,True
2025-03-27,The Riverside Hotel,hist-sup-006,HOTEL,Food Surplus,146.47,kg,AMBIENT,24.9,MEDIUM,True,Thursday,3,False,True
2025-03-28,Grand Horizon Hotel,hist-sup-001,HOTEL,Cooked Meals,54.28,kg,REFRIGERATED,10.5,MEDIUM,True,Friday,3,False,True
2025-03-28,Bistro Verde Restaurant,hist-sup-002,RESTAURANT,Cooked Meals,33.34,kg,REFRIGERATED,11.6,MEDIUM,True,Friday,3,False,True
2025-03-28,Metropolitan Event Center,hist-sup-003,EVENT_VENUE,Cooked Meals,113.62,kg,REFRIGERATED,9.3,MEDIUM,True,Friday,3,False,True
2025-03-28,Sunrise University Canteen,hist-sup-004,INSTITUTION,Cooked Meals,86.36,kg,REFRIGERATED,11.6,MEDIUM,True,Friday,3,False,True
2025-03-28,Harvest Organic Market,hist-sup-005,INSTITUTION,Bakery Items,12.22,kg,AMBIENT,33.3,MEDIUM,True,Friday,3,False,True
2025-03-28,The Riverside Hotel,hist-sup-006,HOTEL,Bakery Items,20.06,kg,AMBIENT,29.1,MEDIUM,True,Friday,3,False,True
2025-03-29,Grand Horizon Hotel,hist-sup-001,HOTEL,Food Surplus,154.24,kg,AMBIENT,14.7,MEDIUM,False,Saturday,3,True,True
2025-03-29,Bistro Verde Restaurant,hist-sup-002,RESTAURANT,Cooked Meals,34.46,kg,REFRIGERATED,8.1,LOW,False,Saturday,3,True,True
2025-03-29,Sunrise University Canteen,hist-sup-004,INSTITUTION,Fresh Produce,79.42,kg,AMBIENT,70.1,LOW,False,Saturday,3,True,True
2025-03-29,Harvest Organic Market,hist-sup-005,INSTITUTION,Bakery Items,15.44,kg,AMBIENT,18.0,HIGH,False,Saturday,3,True,True
2025-03-29,The Riverside Hotel,hist-sup-006,HOTEL,Cooked Meals,113.9,kg,REFRIGERATED,4.4,HIGH,False,Saturday,3,True,True
2025-03-30,Grand Horizon Hotel,hist-sup-001,HOTEL,Cooked Meals,213.19,kg,REFRIGERATED,4.6,HIGH,False,Sunday,3,True,True
2025-03-30,Bistro Verde Restaurant,hist-sup-002,RESTAURANT,Bakery Items,18.07,kg,AMBIENT,16.8,MEDIUM,False,Sunday,3,True,True
2025-03-30,The Riverside Hotel,hist-sup-006,HOTEL,Bakery Items,72.08,kg,AMBIENT,30.6,MEDIUM,False,Sunday,3,True,True
2025-03-31,Grand Horizon Hotel,hist-sup-001,HOTEL,Cooked Meals,36.39,kg,REFRIGERATED,8.3,HIGH,False,Monday,3,False,True
2025-03-31,Bistro Verde Restaurant,hist-sup-002,RESTAURANT,Cooked Meals,64.95,kg,REFRIGERATED,4.0,HIGH,False,Monday,3,False,True
2025-03-31,Sunrise University Canteen,hist-sup-004,INSTITUTION,Cooked Meals,33.29,kg,REFRIGERATED,11.7,CRITICAL,False,Monday,3,False,True
2025-03-31,Harvest Organic Market,hist-sup-005,INSTITUTION,Bakery Items,7.86,kg,AMBIENT,34.1,HIGH,False,Monday,3,False,True
2025-03-31,The Riverside Hotel,hist-sup-006,HOTEL,Food Surplus,96.71,kg,AMBIENT,31.2,MEDIUM,False,Monday,3,False,True
2025-04-01,Grand Horizon Hotel,hist-sup-001,HOTEL,Food Surplus,36.37,kg,AMBIENT,30.7,MEDIUM,False,Tuesday,4,False,True
2025-04-01,Sunrise University Canteen,hist-sup-004,INSTITUTION,Fresh Produce,96.42,kg,AMBIENT,39.7,MEDIUM,False,Tuesday,4,False,True
2025-04-01,Harvest Organic Market,hist-sup-005,INSTITUTION,Fresh Produce,35.59,kg,AMBIENT,61.0,LOW,False,Tuesday,4,False,True
2025-04-01,The Riverside Hotel,hist-sup-006,HOTEL,Bakery Items,23.42,kg,AMBIENT,35.2,LOW,False,Tuesday,4,False,True
2025-04-02,Grand Horizon Hotel,hist-sup-001,HOTEL,Food Surplus,154.35,kg,AMBIENT,11.6,HIGH,False,Wednesday,4,False,True
2025-04-02,Bistro Verde Restaurant,hist-sup-002,RESTAURANT,Cooked Meals,21.1,kg,REFRIGERATED,9.7,CRITICAL,False,Wednesday,4,False,True
2025-04-02,Sunrise University Canteen,hist-sup-004,INSTITUTION,Fresh Produce,47.24,kg,AMBIENT,71.6,LOW,False,Wednesday,4,False,True
2025-04-02,Harvest Organic Market,hist-sup-005,INSTITUTION,Bakery Items,20.61,kg,AMBIENT,14.4,HIGH,False,Wednesday,4,False,True
2025-04-02,The Riverside Hotel,hist-sup-006,HOTEL,Cooked Meals,86.73,kg,REFRIGERATED,11.9,MEDIUM,False,Wednesday,4,False,True
2025-04-03,Grand Horizon Hotel,hist-sup-001,HOTEL,Food Surplus,124.15,kg,AMBIENT,31.4,HIGH,False,Thursday,4,False,True
2025-04-03,Bistro Verde Restaurant,hist-sup-002,RESTAURANT,Cooked Meals,18.62,kg,REFRIGERATED,9.2,HIGH,False,Thursday,4,False,True
2025-04-03,Metropolitan Event Center,hist-sup-003,EVENT_VENUE,Cooked Meals,38.83,kg,REFRIGERATED,11.4,MEDIUM,False,Thursday,4,False,True
2025-04-03,Sunrise University Canteen,hist-sup-004,INSTITUTION,Fresh Produce,24.81,kg,AMBIENT,56.8,LOW,False,Thursday,4,False,True
2025-04-03,Harvest Organic Market,hist-sup-005,INSTITUTION,Fresh Produce,39.32,kg,AMBIENT,53.5,MEDIUM,False,Thursday,4,False,True
2025-04-03,The Riverside Hotel,hist-sup-006,HOTEL,Bakery Items,25.96,kg,AMBIENT,25.2,LOW,False,Thursday,4,False,True
2025-04-04,Grand Horizon Hotel,hist-sup-001,HOTEL,Cooked Meals,52.42,kg,REFRIGERATED,6.0,CRITICAL,False,Friday,4,False,True
2025-04-04,Bistro Verde Restaurant,hist-sup-002,RESTAURANT,Cooked Meals,50.14,kg,REFRIGERATED,10.3,MEDIUM,False,Friday,4,False,True
2025-04-04,Sunrise University Canteen,hist-sup-004,INSTITUTION,Fresh Produce,68.35,kg,AMBIENT,34.5,HIGH,False,Friday,4,False,True
2025-04-04,Harvest Organic Market,hist-sup-005,INSTITUTION,Fresh Produce,101.57,kg,AMBIENT,46.6,MEDIUM,False,Friday,4,False,True
2025-04-04,The Riverside Hotel,hist-sup-006,HOTEL,Cooked Meals,119.66,kg,REFRIGERATED,6.1,HIGH,False,Friday,4,False,True
2025-04-05,Grand Horizon Hotel,hist-sup-001,HOTEL,Cooked Meals,160.56,kg,REFRIGERATED,11.6,HIGH,False,Saturday,4,True,True
2025-04-05,Sunrise University Canteen,hist-sup-004,INSTITUTION,Cooked Meals,26.57,kg,REFRIGERATED,9.6,CRITICAL,False,Saturday,4,True,True
2025-04-05,Harvest Organic Market,hist-sup-005,INSTITUTION,Bakery Items,37.99,kg,AMBIENT,25.5,MEDIUM,False,Saturday,4,True,True
2025-04-05,The Riverside Hotel,hist-sup-006,HOTEL,Bakery Items,41.28,kg,AMBIENT,13.3,HIGH,False,Saturday,4,True,True
2025-04-06,Grand Horizon Hotel,hist-sup-001,HOTEL,Food Surplus,29.99,kg,AMBIENT,44.7,LOW,False,Sunday,4,True,True
2025-04-06,Bistro Verde Restaurant,hist-sup-002,RESTAURANT,Cooked Meals,89.4,kg,REFRIGERATED,4.2,HIGH,False,Sunday,4,True,True
2025-04-06,The Riverside Hotel,hist-sup-006,HOTEL,Cooked Meals,58.56,kg,REFRIGERATED,11.5,MEDIUM,False,Sunday,4,True,True
2025-04-07,Grand Horizon Hotel,hist-sup-001,HOTEL,Food Surplus,84.21,kg,AMBIENT,25.5,MEDIUM,False,Monday,4,False,True
2025-04-07,Bistro Verde Restaurant,hist-sup-002,RESTAURANT,Bakery Items,8.55,kg,AMBIENT,35.2,MEDIUM,False,Monday,4,False,True
2025-04-07,Sunrise University Canteen,hist-sup-004,INSTITUTION,Cooked Meals,65.83,kg,REFRIGERATED,9.9,MEDIUM,False,Monday,4,False,True
2025-04-07,Harvest Organic Market,hist-sup-005,INSTITUTION,Fresh Produce,89.49,kg,AMBIENT,69.5,MEDIUM,False,Monday,4,False,True
2025-04-07,The Riverside Hotel,hist-sup-006,HOTEL,Food Surplus,16.84,kg,AMBIENT,46.7,LOW,False,Monday,4,False,True
2025-04-08,Grand Horizon Hotel,hist-sup-001,HOTEL,Food Surplus,34.38,kg,AMBIENT,37.8,LOW,False,Tuesday,4,False,True
2025-04-08,Sunrise University Canteen,hist-sup-004,INSTITUTION,Cooked Meals,65.59,kg,REFRIGERATED,6.7,LOW,False,Tuesday,4,False,True
2025-04-08,Harvest Organic Market,hist-sup-005,INSTITUTION,Fresh Produce,39.01,kg,AMBIENT,61.8,MEDIUM,False,Tuesday,4,False,True
2025-04-08,The Riverside Hotel,hist-sup-006,HOTEL,Bakery Items,52.01,kg,AMBIENT,23.8,MEDIUM,False,Tuesday,4,False,True
2025-04-09,Grand Horizon Hotel,hist-sup-001,HOTEL,Cooked Meals,102.28,kg,REFRIGERATED,10.3,HIGH,False,Wednesday,4,False,True
2025-04-09,Bistro Verde Restaurant,hist-sup-002,RESTAURANT,Cooked Meals,21.55,kg,REFRIGERATED,6.4,MEDIUM,False,Wednesday,4,False,True
2025-04-09,Sunrise University Canteen,hist-sup-004,INSTITUTION,Cooked Meals,89.65,kg,REFRIGERATED,5.3,MEDIUM,False,Wednesday,4,False,True
2025-04-09,Harvest Organic Market,hist-sup-005,INSTITUTION,Fresh Produce,63.71,kg,AMBIENT,57.8,MEDIUM,False,Wednesday,4,False,True
2025-04-09,The Riverside Hotel,hist-sup-006,HOTEL,Food Surplus,114.36,kg,AMBIENT,14.3,MEDIUM,False,Wednesday,4,False,True
2025-04-10,Grand Horizon Hotel,hist-sup-001,HOTEL,Cooked Meals,41.91,kg,REFRIGERATED,8.3,HIGH,False,Thursday,4,False,True
2025-04-10,Bistro Verde Restaurant,hist-sup-002,RESTAURANT,Cooked Meals,9.55,kg,REFRIGERATED,8.6,HIGH,False,Thursday,4,False,True
2025-04-10,Sunrise University Canteen,hist-sup-004,INSTITUTION,Fresh Produce,34.62,kg,AMBIENT,47.1,LOW,False,Thursday,4,False,True
2025-04-10,Harvest Organic Market,hist-sup-005,INSTITUTION,Bakery Items,28.65,kg,AMBIENT,23.4,LOW,False,Thursday,4,False,True
2025-04-10,The Riverside Hotel,hist-sup-006,HOTEL,Bakery Items,27.75,kg,AMBIENT,25.1,LOW,False,Thursday,4,False,True
2025-04-11,Grand Horizon Hotel,hist-sup-001,HOTEL,Food Surplus,46.63,kg,AMBIENT,9.8,MEDIUM,False,Friday,4,False,True
2025-04-11,Bistro Verde Restaurant,hist-sup-002,RESTAURANT,Bakery Items,22.47,kg,AMBIENT,14.3,HIGH,False,Friday,4,False,True
2025-04-11,Sunrise University Canteen,hist-sup-004,INSTITUTION,Cooked Meals,63.73,kg,REFRIGERATED,10.7,HIGH,False,Friday,4,False,True
2025-04-11,Harvest Organic Market,hist-sup-005,INSTITUTION,Bakery Items,22.8,kg,AMBIENT,21.5,HIGH,False,Friday,4,False,True
2025-04-11,The Riverside Hotel,hist-sup-006,HOTEL,Food Surplus,133.98,kg,AMBIENT,40.0,MEDIUM,False,Friday,4,False,True
2025-04-12,Grand Horizon Hotel,hist-sup-001,HOTEL,Cooked Meals,111.75,kg,REFRIGERATED,5.3,MEDIUM,False,Saturday,4,True,True
2025-04-12,Bistro Verde Restaurant,hist-sup-002,RESTAURANT,Cooked Meals,49.51,kg,REFRIGERATED,11.9,MEDIUM,False,Saturday,4,True,True
2025-04-12,Sunrise University Canteen,hist-sup-004,INSTITUTION,Fresh Produce,60.44,kg,AMBIENT,28.2,MEDIUM,False,Saturday,4,True,True
2025-04-12,Harvest Organic Market,hist-sup-005,INSTITUTION,Bakery Items,19.82,kg,AMBIENT,34.0,LOW,False,Saturday,4,True,True
2025-04-12,The Riverside Hotel,hist-sup-006,HOTEL,Food Surplus,80.1,kg,AMBIENT,13.9,HIGH,False,Saturday,4,True,True
2025-04-13,Grand Horizon Hotel,hist-sup-001,HOTEL,Cooked Meals,180.0,kg,REFRIGERATED,8.5,MEDIUM,False,Sunday,4,True,True
2025-04-13,Bistro Verde Restaurant,hist-sup-002,RESTAURANT,Bakery Items,36.43,kg,AMBIENT,25.7,MEDIUM,False,Sunday,4,True,True
2025-04-13,The Riverside Hotel,hist-sup-006,HOTEL,Bakery Items,13.09,kg,AMBIENT,33.3,MEDIUM,False,Sunday,4,True,True
2025-04-14,Grand Horizon Hotel,hist-sup-001,HOTEL,Food Surplus,152.84,kg,AMBIENT,40.7,MEDIUM,False,Monday,4,False,True
2025-04-14,Bistro Verde Restaurant,hist-sup-002,RESTAURANT,Bakery Items,27.52,kg,AMBIENT,28.4,HIGH,False,Monday,4,False,True
2025-04-14,Sunrise University Canteen,hist-sup-004,INSTITUTION,Fresh Produce,95.96,kg,AMBIENT,53.0,LOW,False,Monday,4,False,True
2025-04-14,Harvest Organic Market,hist-sup-005,INSTITUTION,Bakery Items,33.93,kg,AMBIENT,30.2,HIGH,False,Monday,4,False,True
2025-04-14,The Riverside Hotel,hist-sup-006,HOTEL,Food Surplus,130.07,kg,AMBIENT,24.1,MEDIUM,False,Monday,4,False,True
2025-04-15,Grand Horizon Hotel,hist-sup-001,HOTEL,Cooked Meals,38.81,kg,REFRIGERATED,11.0,MEDIUM,False,Tuesday,4,False,True
2025-04-15,Bistro Verde Restaurant,hist-sup-002,RESTAURANT,Cooked Meals,40.4,kg,REFRIGERATED,6.2,HIGH,False,Tuesday,4,False,True
2025-04-15,Sunrise University Canteen,hist-sup-004,INSTITUTION,Cooked Meals,56.13,kg,REFRIGERATED,5.9,HIGH,False,Tuesday,4,False,True
2025-04-15,Harvest Organic Market,hist-sup-005,INSTITUTION,Bakery Items,21.78,kg,AMBIENT,33.5,MEDIUM,False,Tuesday,4,False,True
2025-04-15,The Riverside Hotel,hist-sup-006,HOTEL,Bakery Items,8.31,kg,AMBIENT,13.2,HIGH,False,Tuesday,4,False,True
2025-04-16,Grand Horizon Hotel,hist-sup-001,HOTEL,Cooked Meals,96.8,kg,REFRIGERATED,6.2,MEDIUM,False,Wednesday,4,False,True
2025-04-16,Bistro Verde Restaurant,hist-sup-002,RESTAURANT,Cooked Meals,28.32,kg,REFRIGERATED,5.1,MEDIUM,False,Wednesday,4,False,True
2025-04-16,Sunrise University Canteen,hist-sup-004,INSTITUTION,Fresh Produce,97.35,kg,AMBIENT,67.0,HIGH,False,Wednesday,4,False,True
2025-04-16,Harvest Organic Market,hist-sup-005,INSTITUTION,Fresh Produce,53.01,kg,AMBIENT,56.5,HIGH,False,Wednesday,4,False,True
2025-04-16,The Riverside Hotel,hist-sup-006,HOTEL,Cooked Meals,19.01,kg,REFRIGERATED,10.7,HIGH,False,Wednesday,4,False,True
2025-04-17,Grand Horizon Hotel,hist-sup-001,HOTEL,Food Surplus,64.5,kg,AMBIENT,12.3,LOW,False,Thursday,4,False,True
2025-04-17,Sunrise University Canteen,hist-sup-004,INSTITUTION,Fresh Produce,113.76,kg,AMBIENT,33.0,MEDIUM,False,Thursday,4,False,True
2025-04-17,Harvest Organic Market,hist-sup-005,INSTITUTION,Fresh Produce,84.66,kg,AMBIENT,62.5,MEDIUM,False,Thursday,4,False,True
2025-04-17,The Riverside Hotel,hist-sup-006,HOTEL,Food Surplus,41.04,kg,AMBIENT,19.8,HIGH,False,Thursday,4,False,True
2025-04-18,Grand Horizon Hotel,hist-sup-001,HOTEL,Cooked Meals,83.58,kg,REFRIGERATED,12.0,HIGH,False,Friday,4,False,True
2025-04-18,Bistro Verde Restaurant,hist-sup-002,RESTAURANT,Cooked Meals,41.32,kg,REFRIGERATED,11.5,MEDIUM,False,Friday,4,False,True
2025-04-18,Sunrise University Canteen,hist-sup-004,INSTITUTION,Cooked Meals,29.24,kg,REFRIGERATED,7.8,HIGH,False,Friday,4,False,True
2025-04-18,Harvest Organic Market,hist-sup-005,INSTITUTION,Fresh Produce,121.45,kg,AMBIENT,34.7,LOW,False,Friday,4,False,True
2025-04-18,The Riverside Hotel,hist-sup-006,HOTEL,Bakery Items,36.89,kg,AMBIENT,20.0,LOW,False,Friday,4,False,True
2025-04-19,Grand Horizon Hotel,hist-sup-001,HOTEL,Cooked Meals,108.93,kg,REFRIGERATED,11.6,LOW,False,Saturday,4,True,True
2025-04-19,Bistro Verde Restaurant,hist-sup-002,RESTAURANT,Cooked Meals,67.51,kg,REFRIGERATED,7.1,MEDIUM,False,Saturday,4,True,True
2025-04-19,Metropolitan Event Center,hist-sup-003,EVENT_VENUE,Food Surplus,67.05,kg,AMBIENT,30.8,HIGH,False,Saturday,4,True,True
2025-04-19,Sunrise University Canteen,hist-sup-004,INSTITUTION,Fresh Produce,147.38,kg,AMBIENT,32.7,LOW,False,Saturday,4,True,True
2025-04-19,Harvest Organic Market,hist-sup-005,INSTITUTION,Fresh Produce,58.64,kg,AMBIENT,34.1,MEDIUM,False,Saturday,4,True,True
2025-04-19,The Riverside Hotel,hist-sup-006,HOTEL,Cooked Meals,85.3,kg,REFRIGERATED,10.1,LOW,False,Saturday,4,True,True
2025-04-20,Grand Horizon Hotel,hist-sup-001,HOTEL,Food Surplus,108.26,kg,AMBIENT,9.5,MEDIUM,False,Sunday,4,True,True
2025-04-20,Bistro Verde Restaurant,hist-sup-002,RESTAURANT,Cooked Meals,78.55,kg,REFRIGERATED,10.1,MEDIUM,False,Sunday,4,True,True
2025-04-20,Metropolitan Event Center,hist-sup-003,EVENT_VENUE,Food Surplus,164.12,kg,AMBIENT,21.8,LOW,False,Sunday,4,True,True
2025-04-20,The Riverside Hotel,hist-sup-006,HOTEL,Cooked Meals,69.15,kg,REFRIGERATED,6.3,HIGH,False,Sunday,4,True,True
2025-04-21,Grand Horizon Hotel,hist-sup-001,HOTEL,Food Surplus,80.4,kg,AMBIENT,47.8,MEDIUM,False,Monday,4,False,True
2025-04-21,Bistro Verde Restaurant,hist-sup-002,RESTAURANT,Cooked Meals,56.56,kg,REFRIGERATED,11.3,MEDIUM,False,Monday,4,False,True
2025-04-21,Sunrise University Canteen,hist-sup-004,INSTITUTION,Cooked Meals,32.06,kg,REFRIGERATED,5.0,HIGH,False,Monday,4,False,True
2025-04-21,Harvest Organic Market,hist-sup-005,INSTITUTION,Bakery Items,32.89,kg,AMBIENT,18.1,MEDIUM,False,Monday,4,False,True
2025-04-21,The Riverside Hotel,hist-sup-006,HOTEL,Cooked Meals,71.99,kg,REFRIGERATED,9.5,MEDIUM,False,Monday,4,False,True
2025-04-22,Grand Horizon Hotel,hist-sup-001,HOTEL,Food Surplus,86.34,kg,AMBIENT,14.1,HIGH,False,Tuesday,4,False,True
2025-04-22,Bistro Verde Restaurant,hist-sup-002,RESTAURANT,Bakery Items,18.1,kg,AMBIENT,26.9,MEDIUM,False,Tuesday,4,False,True
2025-04-22,Sunrise University Canteen,hist-sup-004,INSTITUTION,Cooked Meals,36.3,kg,REFRIGERATED,10.3,MEDIUM,False,Tuesday,4,False,True
2025-04-22,Harvest Organic Market,hist-sup-005,INSTITUTION,Bakery Items,34.96,kg,AMBIENT,21.8,LOW,False,Tuesday,4,False,True
2025-04-22,The Riverside Hotel,hist-sup-006,HOTEL,Cooked Meals,73.83,kg,REFRIGERATED,7.8,MEDIUM,False,Tuesday,4,False,True
2025-04-23,Grand Horizon Hotel,hist-sup-001,HOTEL,Cooked Meals,130.95,kg,REFRIGERATED,5.2,MEDIUM,False,Wednesday,4,False,True
2025-04-23,Bistro Verde Restaurant,hist-sup-002,RESTAURANT,Cooked Meals,47.41,kg,REFRIGERATED,9.2,MEDIUM,False,Wednesday,4,False,True
2025-04-23,Sunrise University Canteen,hist-sup-004,INSTITUTION,Cooked Meals,19.05,kg,REFRIGERATED,6.3,HIGH,False,Wednesday,4,False,True
2025-04-23,Harvest Organic Market,hist-sup-005,INSTITUTION,Fresh Produce,27.56,kg,AMBIENT,60.4,LOW,False,Wednesday,4,False,True
2025-04-23,The Riverside Hotel,hist-sup-006,HOTEL,Food Surplus,77.28,kg,AMBIENT,46.2,LOW,False,Wednesday,4,False,True
2025-04-24,Grand Horizon Hotel,hist-sup-001,HOTEL,Food Surplus,172.6,kg,AMBIENT,15.3,MEDIUM,False,Thursday,4,False,True
2025-04-24,Sunrise University Canteen,hist-sup-004,INSTITUTION,Fresh Produce,92.5,kg,AMBIENT,29.4,MEDIUM,False,Thursday,4,False,True
2025-04-24,Harvest Organic Market,hist-sup-005,INSTITUTION,Fresh Produce,21.44,kg,AMBIENT,67.7,MEDIUM,False,Thursday,4,False,True
2025-04-24,The Riverside Hotel,hist-sup-006,HOTEL,Bakery Items,13.23,kg,AMBIENT,12.7,HIGH,False,Thursday,4,False,True
2025-04-25,Grand Horizon Hotel,hist-sup-001,HOTEL,Cooked Meals,76.9,kg,REFRIGERATED,7.9,HIGH,False,Friday,4,False,True
2025-04-25,Bistro Verde Restaurant,hist-sup-002,RESTAURANT,Cooked Meals,20.57,kg,REFRIGERATED,9.4,HIGH,False,Friday,4,False,True
2025-04-25,Sunrise University Canteen,hist-sup-004,INSTITUTION,Fresh Produce,96.14,kg,AMBIENT,57.0,MEDIUM,False,Friday,4,False,True
2025-04-25,Harvest Organic Market,hist-sup-005,INSTITUTION,Fresh Produce,54.57,kg,AMBIENT,31.1,HIGH,False,Friday,4,False,True
2025-04-25,The Riverside Hotel,hist-sup-006,HOTEL,Food Surplus,20.83,kg,AMBIENT,33.7,LOW,False,Friday,4,False,True
2025-04-26,Grand Horizon Hotel,hist-sup-001,HOTEL,Food Surplus,197.24,kg,AMBIENT,17.6,HIGH,False,Saturday,4,True,True
2025-04-26,Bistro Verde Restaurant,hist-sup-002,RESTAURANT,Cooked Meals,58.66,kg,REFRIGERATED,7.0,HIGH,False,Saturday,4,True,True
2025-04-26,Metropolitan Event Center,hist-sup-003,EVENT_VENUE,Cooked Meals,133.23,kg,REFRIGERATED,7.6,MEDIUM,False,Saturday,4,True,True
2025-04-26,Sunrise University Canteen,hist-sup-004,INSTITUTION,Cooked Meals,28.97,kg,REFRIGERATED,7.3,HIGH,False,Saturday,4,True,True
2025-04-26,Harvest Organic Market,hist-sup-005,INSTITUTION,Fresh Produce,118.61,kg,AMBIENT,66.7,MEDIUM,False,Saturday,4,True,True
2025-04-26,The Riverside Hotel,hist-sup-006,HOTEL,Bakery Items,61.49,kg,AMBIENT,20.7,LOW,False,Saturday,4,True,True
2025-04-27,Grand Horizon Hotel,hist-sup-001,HOTEL,Food Surplus,84.82,kg,AMBIENT,36.7,MEDIUM,False,Sunday,4,True,True
2025-04-27,Bistro Verde Restaurant,hist-sup-002,RESTAURANT,Cooked Meals,56.46,kg,REFRIGERATED,5.8,HIGH,False,Sunday,4,True,True
2025-04-27,The Riverside Hotel,hist-sup-006,HOTEL,Food Surplus,42.72,kg,AMBIENT,40.9,MEDIUM,False,Sunday,4,True,True
2025-04-28,Grand Horizon Hotel,hist-sup-001,HOTEL,Food Surplus,95.79,kg,AMBIENT,15.5,CRITICAL,False,Monday,4,False,True
2025-04-28,Bistro Verde Restaurant,hist-sup-002,RESTAURANT,Bakery Items,28.43,kg,AMBIENT,30.2,LOW,False,Monday,4,False,True
2025-04-28,Sunrise University Canteen,hist-sup-004,INSTITUTION,Cooked Meals,79.39,kg,REFRIGERATED,7.6,HIGH,False,Monday,4,False,True
2025-04-28,Harvest Organic Market,hist-sup-005,INSTITUTION,Fresh Produce,130.39,kg,AMBIENT,50.6,MEDIUM,False,Monday,4,False,True
2025-04-28,The Riverside Hotel,hist-sup-006,HOTEL,Food Surplus,106.52,kg,AMBIENT,44.4,MEDIUM,False,Monday,4,False,True
2025-04-29,Grand Horizon Hotel,hist-sup-001,HOTEL,Cooked Meals,24.5,kg,REFRIGERATED,6.6,HIGH,False,Tuesday,4,False,True
2025-04-29,Bistro Verde Restaurant,hist-sup-002,RESTAURANT,Cooked Meals,19.33,kg,REFRIGERATED,11.7,CRITICAL,False,Tuesday,4,False,True
2025-04-29,Sunrise University Canteen,hist-sup-004,INSTITUTION,Fresh Produce,100.27,kg,AMBIENT,64.5,MEDIUM,False,Tuesday,4,False,True
2025-04-29,Harvest Organic Market,hist-sup-005,INSTITUTION,Fresh Produce,31.84,kg,AMBIENT,54.0,LOW,False,Tuesday,4,False,True
2025-04-29,The Riverside Hotel,hist-sup-006,HOTEL,Food Surplus,30.73,kg,AMBIENT,15.1,MEDIUM,False,Tuesday,4,False,True
2025-04-30,Grand Horizon Hotel,hist-sup-001,HOTEL,Cooked Meals,61.2,kg,REFRIGERATED,8.5,HIGH,False,Wednesday,4,False,True
2025-04-30,Sunrise University Canteen,hist-sup-004,INSTITUTION,Fresh Produce,116.0,kg,AMBIENT,29.1,MEDIUM,False,Wednesday,4,False,True
